,Site_name,Scenario,Fish and period,RMSE,NRMSD,R2,IA
136,sfe_221_n0,n0,Coho Salmon - fry,0.29042423583030574,0.9637256375935938,0.7661645240571493,0.4334047894874381
137,sfe_221_s0,s0,Coho Salmon - fry,0.14449431885695513,0.4794809192523322,0.854775108715764,0.7088754332817887
138,sfe_221_s1,s1,Coho Salmon - fry,0.24512036207511986,0.8133920936476026,0.6711073044889773,0.5177319668684991
139,sfe_221_s2,s2,Coho Salmon - fry,0.06970606068219337,0.23130823632204106,0.9050084009441361,0.9088474271487997
140,sfe_221_n0,n0,Coho Salmon - juvenile,0.2402629263537947,1.0743091186863711,0.4529768073612852,0.3895712859151671
141,sfe_221_s0,s0,Coho Salmon - juvenile,0.1831204750830648,0.8188029638423232,0.8889309356251389,0.5085261348584422
142,sfe_221_s1,s1,Coho Salmon - juvenile,0.22335275435675786,0.9986971537000607,0.27005011694559994,0.42478720239498424
143,sfe_221_s2,s2,Coho Salmon - juvenile,0.07801855163246449,0.3488513301550249,0.8589988338267183,0.806135204362455
144,sfe_209_n0,n0,Rainbow / Steelhead Trout - fry,0.11635362755576244,1.059986882915565,0.41524856320569187,0.44521957211309127
145,sfe_209_s0,s0,Rainbow / Steelhead Trout - fry,0.018581230191429432,0.16927585916400104,0.926777439855548,0.967623952935073
146,sfe_209_s1,s1,Rainbow / Steelhead Trout - fry,0.11664902730576145,1.0626779881848478,0.39550709893737324,0.44403907890681815
147,sfe_209_s2,s2,Rainbow / Steelhead Trout - fry,0.0390294739783252,0.3555602978024229,0.9460540285652088,0.8538572617980609
148,sfe_209_n0,n0,Rainbow / Steelhead Trout - juvenile,0.1207408560516023,0.5281834482583748,0.8171822891760172,0.9184808920657256
149,sfe_209_s0,s0,Rainbow / Steelhead Trout - juvenile,0.02488744288789618,0.10887064936200545,0.9903061693125279,0.9968835618997033
150,sfe_209_s1,s1,Rainbow / Steelhead Trout - juvenile,0.11927933413734235,0.5217899894936872,0.826636731221549,0.9210427274747415
151,sfe_209_s2,s2,Rainbow / Steelhead Trout - juvenile,0.047084707663388466,0.20597305723306583,0.9684314793550208,0.988612843923126
152,sfe_209_n0,n0,Coho Salmon - fry,0.12658621625517166,1.0131779540165335,0.2819452198559502,0.3972310974567692
153,sfe_209_s0,s0,Coho Salmon - fry,0.02152800069483223,0.17230703581572226,0.8322780842977282,0.9483271918681314
154,sfe_209_s1,s1,Coho Salmon - fry,0.12705415209040438,1.0169232454564514,0.26408544984525284,0.3959168693373719
155,sfe_209_s2,s2,Coho Salmon - fry,0.03524290945808651,0.28207920225971056,0.8887363642525201,0.8714573499402885
156,sfe_209_n0,n0,Coho Salmon - juvenile,0.07036702090129442,1.0099994789982398,0.29979288315388775,0.4310239404858994
157,sfe_209_s0,s0,Coho Salmon - juvenile,0.013465857611626351,0.19327959316460014,0.8627862354723039,0.9417907169305507
158,sfe_209_s1,s1,Coho Salmon - juvenile,0.0705084268360105,1.0120291218417368,0.26627819439562644,0.4298331840502668
159,sfe_209_s2,s2,Coho Salmon - juvenile,0.020558967310549906,0.2950891768108842,0.9416651210595863,0.876039380411507
